Unnamed: 0,Book,Author,Description,Genres,Avg_Rating,Num_Ratings,Genre_Label
6472,The Romance of Tristan and Iseult,Joseph Bédier,"A tale of chivalry and doomed, transcendent love, The Romance of Tristan and Iseult is one of the most resonant works of Western literature, as well as the basis for our enduring idea of romance. The story of the Cornish knight and the Irish princess who meet by deception, fall in love by magic, and pursue that love in defiance of heavenly and earthly law has inspired artists from Matthew Arnold to Richard Wagner. But nowhere has it been retold with greater eloquence and dignity than in Joseph Bédier’s edition, which weaves several medieval sources into a seamless whole, elegantly translated by Hilaire Belloc and Paul Rosenfeld.","['Classics', 'Romance', 'Fiction', 'Medieval', 'France', 'School', 'Historical Fiction']",3.53,11764.0,1.0
6474,"Joy in the Morning (Jeeves, #8)",P.G. Wodehouse,"Trapped in rural Steeple Bumpleigh, a man less stalwart than Bertie Wooster would probably give way at the knees, for among those present were Florence Craye, to whom Bertie had once been engaged; her new fiance ""Stilton"" Cheesewright, who sees Bertie as a snake in the grass; and that biggest blot on the landscape, Edwin the Boy Scout, who is busy doing acts of kindness out of sheer malevolence. All of Bertie's forebodings are fully justified, for in his efforts to oil the wheels of commerce, promote the course of true love, and avoid the consequences of a vendetta, he becomes the prey of all and sundry. In fact only Jeeves can save him.","['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Audiobook', '20th Century']",4.27,11318.0,3.0
6485,"A Time to Reap (The Legend of Carter Gabel, #1)",Jonas     Lee,"Pemberton Academy is not just a school, it’s a gathering place for the children of the future that are afflicted with Temporal Displacement and Telepathy; in short, time travelers and mind readers who have been diagnosed with this “disease.” The Academy is not all as it seems after an explosion nearly takes one of its classmates, but not before Carter Gabel rescues her by using an unknown symptom related to his described illness. An unsanctioned group called the Program begins taking notice as the two classmates exhibit stronger abilities when they are together. Carter's sense of reality begins to unwind as he learns more about his estranged father's involvement with it all.  Carter will have to overcome the past of his father leaving, the present of an unknown adversary hunting him down and a future that seems to change with each decision he makes. He will have to learn who to trust out of the people in his life if he wants to conquer the looming notion that the government may be hunting him down because of his developing abilities.","['Science Fiction', 'Young Adult', 'Time Travel', 'Fantasy', 'Romance', 'Fiction']",4.04,165.0,0.0
6486,"The Dragonet Prophecy (Wings of Fire, #1)",Tui T. Sutherland,"A thrilling new series soars above the competition and redefines middle-grade fantasy fiction for a new generation! The seven dragon tribes have been at war for generations, locked in an endless battle over an ancient, lost treasure. A secret movement called the Talons of Peace is determined to bring an end to the fighting, with the help of a prophecy -- a foretelling that calls for great sacrifice.Five dragonets are collected to fulfill the prophecy, raised in a hidden cave and enlisted, against their will, to end the terrible war.But not every dragonet wants a destiny. And when the select five escape their underground captors to look for their original homes, what has been unleashed on the dragon world may be far more than the revolutionary planners intended . . .","['Fantasy', 'Middle Grade', 'Dragons', 'Fiction', 'Childrens', 'Adventure', 'Young Adult']",4.25,58567.0,0.0
6487,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,"Earthquake damage leaves Winding Circle vulnerable to pirate attack, so everyone - including the young mages-in-training Tris, Briar, Daja, and Sandry - is working to strengthen the community's defenses. When Tris's cousin Aymery comes to visit, he advises the ""weather witch"" to return to the family that exiled her, but she doesn't wish to leave her friends to face the threat without her.As the onslaught begins, two things become terribly clear: The pirates have a powerful new weapon, and they have an accomplice within Winding Circle. But the attackers have failed to reckon with the fury of a young mage betrayed once too often and her very stubborn, very loyal friends....","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Middle Grade', 'High Fantasy']",4.11,31746.0,0.0
6488,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,"Seven stories of fantasy and fun by the fantastic Roald Dahl.Henry Sugar is a man with an amazing talent: he can see with his eyes closed. But will he use his power for good or personal gain? Find out in ""The Wonderful Story of Henry Sugar,"" one of seven short stories in this extraordinary collection.A clever mix of fact and fiction, this volume also includes the tale of a boy who can understand animals, the magical true story of Mildenhall treasure, and Roald Dahl's own account of how he became a writer (with a wealth of tips for aspiring authors).Included in this volume:- The Boy Who Talked With Animals - in which a stranded sea turtle and a small boy have more in common than meets the eye.- The Hitchhiker - proves that in a pinch a professional pickpocket can be the perfect pal.- The Mildenhall Treasure - a true tale of fortune found and an opportunity lost.- The Swan - a fantastic story about youthful misdeeds.- The Wonderful Story of Henry Sugar - in which a modern-day Robin Hood brings joy to the hearts of orphans - and fear to the souls of casino owners around the world.- Lucky Break: How I Became a Writer - an account in Dahl's own words on how he came to be.- A Piece of Cake: First Story - 1942 - Dahl's first story, which tells of how he was shot down over the Libyan Desert.","['Short Stories', 'Fiction', 'Childrens', 'Fantasy', 'Young Adult', 'Classics', 'Middle Grade']",4.13,21939.0,0.0
6490,Finding Parker,Scott Hildreth,"We have all heard it before. From a mother, father, friend or maybe a complete stranger. “If it sounds too good to be true, it probably is."" But what if it wasn’t? Parker Bale finds himself in this exact predicament. A gentlemen with a very unique past, Parker completed college and is on the hunt for a job. Almost immediately he is offered the career of a lifetime. His new assignment? Find a woman to love. His boss? Kenton Ward - a self-made millionaire with a strange desire to witness a love he never had an opportunity to experience. One small catch...Parker must sign a contract with Kenton, binding him to conditions of the search for a woman. Eagerly, he signs the document without reading the legal language. Victoria Fisker doesn’t trust people, has no faith in the male species and lives a quiet life keeping to herself and caring for her narcotic addicted mother. Can they look beyond their sordid pasts? Can Parker fall in love under the scrutiny of an employment contract? Can Victoria learn to trust? The love depicted in Finding Parker is not simply read, it is experienced. After reading this novel, you will without a doubt view love differently…and question the life you have been living. “I wanted to resist, allowing the night to go on forever. As we walked along the beach, I pressed my feet into the sand firmly, leaving an impression deep enough to last a lifetime. And I did not look back...”","['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'Dark', 'Drama', 'Adult']",4.15,422.0,1.0
6494,Morium: Dark Horizons (Morium Trilogy #2),S.J. Hermann,"When the Light of Hope fades….All that’s left are Dark Horizons…A POWERFUL and INTENSE SUPERNATURAL THRILLERIn Book 2 of the MORIUM Trilogy, Alexandria and Nathan’s struggle with their supernatural powers continue.When a new person enters her life, Alexandria or Lexi discovers that she doesn’t need supernatural powers to have a brighter future. She can leave her bullied past behind and rebuild her life. Meanwhile, “The Gift” takes deeper hold of Nathan and his hunger for revenge grows. But he fights his need to absorb souls to regain Lexi’s trust and save their friendship.Stacy finds herself caught in the conflict between her closest friends, even as she battles her own demons. Whose side should she take? Will she choose love over friendship… or will she fail them both?An opportunity to get back at Lexi’s assaulter pushes Nathan back into the path of darkness. One final act of bullying sets him over the edge, and he decides to put an end to the never ending pain and humiliation he and his friends suffered over the years.Can Lexi save Nathan from completely giving in to the dark influence of The Gift?Will their friendship survive?DARK HORIZONS will immerse the reader into the intricate psyches of the bullied characters we rooted for in MORIUM. Morals aside, can we really blame Nathan for his anger and his need for revenge? Through indifference, did we not have a hand in creating the monster he has become?",['Romance'],4.79,24.0,1.0
6496,"Learning to Live (Infinite Love, #1)",Kira Adams,"CieraAll I wanted was to be able to make it through my senior year. I didn’t need the stares, the jokes, or the bullies. I thought I could do it all on my own, but I was wrong. He filled my veins like a poison, the kind you can’t run from. Harsh and uncaring, he was broken, but somewhere along the way he seeped into my pores. There was no way out, so that left me with one choice: to open his eyes to the beauty around him. To help him live. TopherShe wasn’t on my agenda; it was fate’s cruel way of telling me I needed to get my shit together. To be fair, my head was so far up my ass, I’m not sure how we extracted it. I knew the power I held over my peers, I exuded it daily. I could have any girl I wanted at the snap of my fingers, and yet I found myself fantasizing about her-someone so far off my radar it wasn’t even funny. She helped me understand that sometimes you need to let go to really live. Sometimes being alive means taking risks. Learning to Live is the first book in the Infinite Love series.","['Young Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'New Adult']",4.34,492.0,1.0
6497,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"In a land where three suns almost never set, a fledgling killer joins a school of assassins, seeking vengeance against the powers who destroyed her family.Daughter of an executed traitor, Mia Corvere is barely able to escape her father’s failed rebellion with her life. Alone and friendless, she hides in a city built from the bones of a dead god, hunted by the Senate and her father’s former comrades. But her gift for speaking with the shadows leads her to the door of a retired killer, and a future she never imagined.Now, Mia is apprenticed to the deadliest flock of assassins in the entire Republic—the Red Church. If she bests her fellow students in contests of steel, poison and the subtle arts, she’ll be inducted among the Blades of the Lady of Blessed Murder, and one step closer to the vengeance she desires. But a killer is loose within the Church’s halls, the bloody secrets of Mia’s past return to haunt her, and a plot to bring down the entire congregation is unfolding in the shadows she so loves.Will she even survive to initiation, let alone have her revenge?","['Fantasy', 'Young Adult', 'Fiction', 'Adult', 'High Fantasy', 'New Adult', 'Romance']",4.23,85896.0,0.0
6507,"Crocodile on the Sandbank (Amelia Peabody, #1)",Elizabeth Peters,"Amelia Peabody inherited two things from her father: a considerable fortune and an unbendable will. The first allowed her to indulge in her life's passion. Without the second, the mummy's curse would have made corpses of them all.","['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Romance', 'Historical Mystery']",4.0,71374.0,1.0
6509,Jacob,Mark D.  Campbell,"Jacob Matheson is an author who appears to have it made. After winning a prestigious literary award, his perfect life starts to unravel as a series of unexplainable phenomenon start occurring in his home.When the lines between reality and fantasy start to blur and the rational gives way to the irrational, who can he trust when his own friends don’t believe him?Even worse, how can trust himself when he starts to question his own sanity?",['Horror'],4.87,15.0,2.0
6512,The Shadow Girl,Misty Mount,"It’s more than just her imagination—she’s fading away…Painfully shy, thirteen-year-old Zylia Moss is no stranger to living life in the shadows, pushed aside and unnoticed by both her large family of nine and her fellow classmates. As her “symptoms” of invisibility increase, she uncovers an old family mystery leading to her Great-Aunt Angelica, who vanished curiously at Zylia’s age. If she’s going to save herself from being erased from the canvas of this world, she’ll have to travel far outside her comfort zone—maybe even to another dimension.","['Fantasy', 'Fiction', 'Drama', 'Contemporary', 'Book Club', 'Novels', 'Young Adult']",4.25,2500.0,0.0
6513,"The Heights of Perdition (The Divine Space Pirates, #1)",C.S.  Johnson,"
Falling in love was out of the question ... until it was the answer. 

There is nothing Aeris St. Cloud wants more than to win her father's love and the acceptance of her family unit by joining the Military Academy at New Hope. But after she is captured by the fearsome space pirate, Captain Chainsword, Aerie is certain falling in love with her nation's arch enemy is the last possible way to earn their coveted esteem. Driven by vengeance, Exton Shepherd never set out to save anyone. As he circles the war-torn world in his pirated starship, the Perdition, he only sees his father's ghost lurking around every corner and the looming darkness on the horizon. When Aerie unexpectedly tumbles into his life, he finds he cannot trust her, anymore than he can ignore her. But just like the raging war down on Earth, it's tempting to think he can ... When the war ascends to the heights of the Perdition, Aerie's loyalty, and Exton's heart, are put to the test. But will love be enough to save them -- and others -- from certain destruction?FROM THE AUTHOR: The Heights of Perdition is the first book in the Divine Space Pirates trilogy, a futuristic romance series where family, faith, and freedom all take center stage. With religious and political themes, this is one book sure to entertain your mind as much as it stimulates your heart. Look for Book 2, The Breadth of Creation, as the story - and the war - continues on!


FROM THE BOOK: 






“Tell me your name. It’s a good place to start, don’t you think?”

“I’ll never give you any information. How could I, knowing what I know about you?”

“Perhaps there’s more to me than you realize.”

“You’re a hateful monster! What else do I possibly need to know?”

Aerie regretted her outburst less than a second later. The captain immediately left his chair and came close to her. Instinctively, she pulled back, but the pad behind her did not allow her to go far.

As he drew near, she got a good look at his face; though no longer adorned with the pirate’s wig and beard, she could see he was still masked. The apathy, the cynicism, the playful whimsy—all of it hid a deep crevice of pain inside of him.

The sudden urge to reach out and touch him shot through her. It was quickly followed by alarm and self-disgust.

“From your comments, I would assume you have yet to learn a great many things,” he told her, his voice sharp.

“What do you mean by that?” she asked, boldly meeting his gaze.

“First, your name is no small matter,"" he said. ""Destinies can be made and shaped by your name, though whether good or bad, it is up to you.""

He turned away from her abruptly and began pacing by her bed. Aerie listened to his steps resonate with certainty and distinctness, like a military cadence, as she tried to breathe properly.

“Second,” he continued, glancing at her from over his shoulder, “Despite what you might think, I am not a monster; merely a man.”

“I hardly see the difference,” she retorted, still rattled by his presence.

“I would expect that, given your education with the URS. Over the past decade, your beloved Daddy Dictator has managed to ensure your education, rigorous as it is, consists of really only following instructions, repeating the lies they prefer to the truth, and ignoring any logic that would unravel them or undermine their authority.”





WHAT REVIEWERS ARE SAYING: 
5 STARS! ~ Reader's Favorite Review Questions raised about government, religion, and human nature were peppered throughout the narrative, elevating The Heights of Perdition from a mere space fantasy to something much more thought-provoking. ~ Author Jess Jesinghaus 
4th Place in Best RF Christian Sci-Fi & Fantasy for 2018

","['Romance', 'Science Fiction', 'Christian Fiction', 'Fantasy', 'Christian', 'Pirates', 'Fiction']",4.11,107.0,0.0
6514,"To The Falls (The Falls Trilogy, #1)",Heather  Renee,"The Fates have chosen... Will she be ready?Kali Atwater is awaiting two things, finishing sophomore year in college and her upcoming twentieth birthday. The day before Kali's birthday, she finds out that the dream she's had every night for almost a year of a beautiful land, isn't a fantasy at all. It's her birth place. Every twenty years a new generation of Guardians return to Arvata to bring life back to their world and renew the magic of the Falls. Now it's Kali's turn, but dark magic has made its way into her new home preventing the Falls from replenishing. Kali must accept the role assigned to her by the Fates or let Arvata crumble. Can she and her friends save Arvata in time? Will new love make her stronger? Or will the darkness finally win? Only the Fates know for sure...","['Fantasy', 'Magic', 'Paranormal', 'Romance']",4.08,237.0,0.0
6519,"Love in the Victory Garden (The Serve, #2)",Cece Whittaker,"June 1944. Joan Foster had no way of knowing when or if fate would reunite her with the maddeningly good-looking Sgt. Dick Thimble, the tall, soft spoken soldier from Washington, D.C. They’d scarcely become engaged after knowing each other only weeks, when he had been called away.The war takes a giant step closer when all of their men are suddenly deployed. Only Bernice’s wild surprise is enough to take Annie’s mind off Sylvester’s MIA status. It’s not until Helen comes up with a plan that Joan, Annie, Bernice, and she find the way to reunite them all in the Victory Garden.","['Fiction', 'Novels', 'Romance', 'Historical', 'New Adult', 'Middle Grade', 'Historical Fiction']",4.11,168.0,1.0
6525,Heart Bones,Colleen Hoover,"Life and a dismal last name are the only two things Beyah Grim's parents ever gave her. After carving her path all on her own, Beyah is well on her way to bigger and better things, thanks to no one but herself.With only two short months separating her from the future she's built and the past she desperately wants to leave behind, an unexpected death leaves Beyah with no place to go during the interim. Forced to reach out to her last resort, Beyah has to spend the remainder of her summer on a peninsula in Texas with a father she barely knows. Beyah's plan is to keep her head down and let the summer slip by seamlessly, but her new neighbor Samson throws a wrench in that plan.Samson and Beyah have nothing in common on the surface.She comes from a life of poverty and neglect; he comes from a family of wealth and privilege. But one thing they do have in common is that they're both drawn to sad things. Which means they're drawn to each other. With an almost immediate connection too intense for them to continue denying, Beyah and Samson agree to stay in the shallow end of a summer fling. What Beyah doesn't realize is that a rip current is coming, and it's about to drag her heart out to sea.","['Romance', 'Contemporary', 'New Adult', 'Fiction', 'Contemporary Romance', 'Young Adult', 'Adult']",4.3,332876.0,1.0
6536,Khyber Run,Amber Green,"Genre: LGBT MulticulturalIn Afghanistan, all the easy answers are wrong and the best-laid plans don't stand a chance. A tight-knit band of USMC scout-snipers, enraged when one of their number murders another, is hell-bent on seeing justice. They kidnap Zarak Momand, a burnt-out Navy hospital corpsman, and blackmail him to be their guide into Momand land and to find a loophole in nanawatai, the Afghan code of hospitality. They don't tell him their target -- a deserter -- murdered Zarak's estranged baby brother.Zarak has lost touch with his brothers, his heritage, his religion, anything that might inspire true passion. Code-named Zulu and coerced to hunt down a deserter, he must navigate the ambiguities of fourth generation warfare, where there are no front lines and where the moral high ground shifts from situation to situation.In the end, it's just Zulu and Oscar, a sexually compelling cipher who embodies so much of the Pakhtun Way. But is Oscar's rough passion a betrayal between brothers?
Publisher's Note: This book contains explicit sexual content, graphic language, and situations that some readers may find objectionable: male/male sexual practices.
","['M M Romance', 'Military Fiction', 'Contemporary', 'Fiction', 'Romance', 'Gay', 'Action']",3.74,70.0,1.0
6537,"Enchanted (Medieval, #3)",Elizabeth Lowell,"Simon the loyal has vowed never to love, for love makes a warrior weak. His arranged marriage to a beautiful Norman heiress would be duty and no more. But more than duty stirs his blood when he first sees Ariane. She has known only coldness from men and a betrayal so deep it all but killed her soul. Wanting no man, trusting no man, speaking only through the sad songs she draws from her harp, Ariane comes to Simon an unwilling bride. They wed to bring peace to the disputed lands, but marriage alone is not enough. Simon must teach Ariane passion, she must teach him trust. And both must surrender to the sweet violence of love′s enchantment. . .or die.","['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Medieval Romance', 'Fantasy', 'Historical Fiction']",4.03,4694.0,0.0
6540,Versus,Hlovate,"I“Please, Minn. Bukak tingkap bilik you.”“Huh?”“I’m freezing right outside your window. On the roof.”Minn tegak dari baringnya, telefon bimbit masih di tangan.You what?”""No kidding. Please...” balas Ashraff Omar.Mata Minn menala ke tingkap yang ditutupi langsir. Putus fius ke apa mamat ni.""Enough of your tricks, AO.”“Minn, I’m dead serious.”Ashraff Omar berdiri di atas bumbung porch rumah Minn Edina.“Minn, you nak bagi I masuk atau you nak tengok I jatuh?” II“Not a step away from that spot, AO.” Keras suara Minn Edina.“Minn, you tahu I takkan sentuh you pasal I hormati you.”“Back. Off.”Ashraff Omar akur. Langkahnya ditarik kembali ke belakang.“I tak memaksa. I cuma meminta. I like you. I really really like you. I want to give us a chance. Permintaan I bukan untuk you terima I yang sekarang, tapi I yang akan change for good, for you and for me. For us. Boleh you bagi I peluang tu?”Hujan masih belum berhenti.","['Novels', 'Fiction', 'Romance', 'Collections', 'Inspirational']",4.54,2254.0,1.0
6541,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,"Butch O'Neal is a fighter by nature. A hard-living ex-homicide cop, he's the only human ever to be allowed in the inner circle of the Black Dagger Brotherhood. And he wants to go even deeper into the vampire world—to engage in the turf war with the lessers. He's got nothing to lose. His heart belongs to a female vampire, an aristocratic beauty who's way out of his league. If he can't have Marissa, then at least he can fight side by side with the Brothers...Fate curses him with the very thing he wants. When Butch sacrifices himself to save a civilian vampire from the slayers, he falls prey to the darkest force in the war. Left for dead, he's found by a miracle, and the Brotherhood calls on Marissa to bring him back. But even her love may not be enough to save him...","['Romance', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']",4.29,133332.0,0.0
6547,Jealousy,Jenna Galicki,"Is it possible to have a soulmate who isn’t your lover? Did you ever wonder what it was like to love someone with all your heart without being in love? Find out in Jealousy. Two best friends, a straight woman and a gay man, struggle to find someone to love as much as they love each other who can handle their intense bond.When Heather Cooper married Peter, she thought that she’d finally found someone who could handle the inseparable bond she shares with her gay best friend, Justin Perrotta. It’s only a matter of time, however, before jealousy rears its ugly head and Peter’s true feelings emerge. He starts drinking and his erratic behavior threatens their marriage.Burned by an ex-boyfriend, Justin refuses to open his heart to love again. Wild relationships and one-night stands leave him lonely and unfulfilled, even though he won’t admit it. He finds love when he least expects it, but his fear of commitment threatens to ruin the best thing that’s ever happened to him.In this unique read, the reader gets two separate romances Heather’s (m/f) and Justin’s (m/m) and their friendship, which is the real romance.","['M M Romance', 'Romance']",4.05,136.0,1.0
6548,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"A definitive collection of stories from the unrivaled master of twentieth-century horror.""I think it is beyond doubt that H. P. Lovecraft has yet to be surpassed as the twentieth century's greatest practitioner of the classic horror tale."" - Stephen King.Frequently imitated and widely influential, Howard Philips Lovecraft reinvented the horror genre in the 1920s, discarding ghosts and witches and instead envisioning mankind as a tiny outpost of dwindling sanity in a chaotic and malevolent universe. S. T. Joshi, Lovecraft's preeminent interpreter, presents a selection of the master's fiction, from the early tales of nightmares and madness such as ""The Outsider"" to the overpowering cosmic terror of ""The Call of Cthulhu."" More than just a collection of terrifying tales, this volume reveals the development of Lovecraft's mesmerizing narrative style and establishes him as a canonical- and visionary-American writer.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.H. P. Lovecraft was born in 1890 in Providence, Rhode Island, where he lived most of his life. Frequent illnesses in his youth disrupted his schooling, but Lovecraft gained a wide knowledge of many subjects through independent reading and study. He wrote many essays and poems early in his career, but gradually focused on the writing of horror stories, after the advent in 1923 of the pulp magazine Weird Tales, to which he contributed most of his fiction. His relatively small corpus of fiction—three short novels and about sixty short stories—has nevertheless exercised a wide influence on subsequent work in the field, and he is regarded as the leading twentieth-century American author of supernatural fiction. H. P. Lovecraft died in Providence in 1937.S. T. Joshi is a freelance writer and editor. He has edited Penguin Classics editions of H. P. Lovecraft’s The Call of Cthulhu and Other Weird Stories (1999), and The Thing on the Doorstep and Other Weird Stories (2001), as well as Algernon Blackwood’s Ancient Sorceries and Other Strange Stories (2002). Among his critical and biographical studies are The Weird Tale (1990), Lord Dunsany: Master of the Anglo-Irish Imagination (1995), H. P. Lovecraft: A Life (1996), and The Modern Weird Tale (2001). He has also edited works by Ambrose Bierce, Arthur Machen, and H. L. Mencken, and is compiling a three-volume Encyclopedia of Supernatural Literature. He lives with his wife in Seattle, Washington.","['Horror', 'Fiction', 'Classics', 'Short Stories', 'Fantasy', 'Science Fiction', 'Gothic']",4.17,45258.0,0.0
6550,The Great and Secret Show (Book of the Art #1),Clive Barker,"Clive Barker's bestseller Weaveworld astonished readers with his visionary range, establishing him as a master of fabulist literature. Now, with The Great and Secret Show he rises to new heights. In this unforgettable epic he wields the full power and sweep of his talents. ""Succinctly put,"" says Barker, ""it's about Hollywood, sex and Armageddon."" Memory, prophecy and fantasy; the past, the future, and the dreaming moment between are all one country living one immortal day. To know that is Wisdom. To use it is the Art. Armageddon begins with a murder in the Dead Letter Office in Omaha. A lake that has never existed falls from the clouds over Palomo Grove, CA. Young passion blossoms, as the world withers with war. The Great and Secret Show has begun on the stage of the world. Soon the final curtain must fall. In this, the First Book of the Art, Barker has created a masterpiece of the imagination that explores the uncharted territory within our secret lives and most private hearts. Sprawling, ambitious, triumphantly magical and satisfying, The Great and Secret Show  is what the rest of life is all about.","['Horror', 'Fantasy', 'Fiction', 'Dark Fantasy', 'Science Fiction', 'Thriller', 'Novels']",4.06,29880.0,0.0
6552,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,"Ages ago, sorcerers of unmatched power sundered a world into four realms--sky, stone, fire, and water--then vanished. Over time, magicians learned to work spells only in their own realms and forgot the others. Now only the few who have survived the Labyrinth and crossed the Death Gate know of the presence of all four realms--and even they have yet to unravel the mysteries of their severed world...In Arianus, Realm of Sky, humans, elves, and dwarves battle for control of precious water--traversing a world of airborne islands on currents of elven magic and the backs of mammoth dragons. But soon great magical forces will begin to rend the fabric of this delicate land. An assassin will be hired to kill a royal prince--by the king himself. A dwarf will challenge the beliefs of his people--and lead them in rebellion. And a sinister wizard will enact his plan to rule Arianus--a plan that may be felt far beyond the Realm of Sky and into the Death Gate itself.","['Fantasy', 'Fiction', 'Dragons', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic']",3.97,27525.0,0.0
6553,"Midnight Flight (Broken Wings, #2)",V.C. Andrews,"They lived on the wild side.Now these bad girls are paying the price.At Dr. Foreman's School for Girls, the ""students"" sleep in barns, work on a farm in the blazing heat, and are subjected to ruthless guards who watch their every move. It's an institution run by the dreadful Dr. Foreman, a woman who delights in administering the worst form of punishment -- the mysterious Ice Room where the girls face their darkest fears.Now Phoebe, Teal, and Robin -- three girls from very different worlds -- are the newcomers in this desert hell. During their stay, each girl will be tempted to commit the ultimate crime of betrayal as Dr. Foreman cleverly tries to turn them against each other -- until they learn that the only way to survive is to stick together...and fight back.","['Young Adult', 'Horror', 'Fiction', 'Thriller', 'Mystery', 'Drama', 'Adult Fiction']",3.92,2043.0,2.0
6554,"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,"With her gift of weaving silk thread and creating light, Sandry is brought to the Winding Circle community. There she meets Briar, a former thief who has a way with plants; Daja, an outcast gifted at metalcraft; and Tris, whose connection with the weather unsettles everyone, including herself. At Winding Circle, the four misfits are taught how to use their magic - and to trust one another. But then disaster strikes their new home. Can Sandry weave together four kinds of magical power and save herself, her friends, and the one place where they've ever been accepted?","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Middle Grade', 'Childrens']",4.02,42218.0,0.0
6558,"The Soul and the Seed (The Kyrennei, #1)",Arie Farnam,"Aranka is a moderately normal teenager until those who hold true power in today's world decide she's a threat.The accepted image of the modern world is an illusion. A clandestine force usurps the desires and emotions of individuals, and those who won't conform must be crushed to preserve the appearance of free will. Aranka and a few others stand in the way, not because they are rebels, just because of the fluke in their genes. Those with power will stop at nothing to protect their supremacy. Aranka is kidnapped and forced to watch as her fellow prisoners are killed one by one.A small band of outlaws from every corner of the globe fight to free the captives and preserve their own freedom. Kenyen, a young doctor, ventures into the heart of oppression but he can't stop the terror. He just wants to save one life. In the process he uncovers ""the Seed,"" the first flicker of hope in a thousand years.","['Fantasy', 'Dystopia', 'Science Fiction', 'Young Adult']",4.15,65.0,0.0
6564,"Shadow Hand (Tales of Goldstone Wood, #6)",Anne Elisabeth Stengl,"This is a tale of blood.And love.And the many things that lie between. By her father's wish, Lady Daylily is betrothed to the Prince of Southlands. Not the prince she loves, handsome and dispossessed Lionheart, but his cousin, the awkward and foolish Prince Foxbrush. As her wedding day dawns, Daylily flees into the dangerous Wilderlands, her only desire to vanish from living memory. But Foxbrush, determined to rescue his betrothed, pursues Daylily into a new world of magic and peril, a world where vicious Faerie beasts hold sway, a world invaded by a lethal parasite. A world that is hauntingly familiar.","['Fantasy', 'Christian Fiction', 'Christian', 'Young Adult', 'Romance', 'Christian Fantasy', 'Fiction']",4.34,619.0,0.0
6565,It's a Wonderful Death,Sarah J. Schmitt,"Seventeen-year-old RJ always gets what she wants. So when her soul is accidentally collected by a distracted Grim Reaper, somebody in the afterlife better figure out a way to send her back from the dead or heads will roll. But in her quest for mortality, she becomes a pawn in a power struggle between an overzealous archangel and Death Himself. The tribunal presents her with two options: she can remain in the lobby, where souls wait to be processed, until her original lifeline expires, or she can replay three moments in her life in an effort to make choices that will result in a future deemed worthy of being saved. It sounds like a no-brainer. She’ll take a walk down memory lane. How hard can changing her future be?But with each changing moment, RJ’s life begins to unravel, until this self-proclaimed queen bee is a social pariah. She begins to wonder if walking among the living is worth it if she has to spend the next sixty years as an outcast. Too quickly, RJ finds herself back in limbo, her time on Earth once again up for debate.RJ is a snarky, unapologetic, almost unredeemable, very real girl. Her story is funny and moving, and teens will easily connect with her plight. Prepare to meet the Grim Reaper, who’s cuter than you’d expect; Hawaiian shirt–wearing Death Himself; Saint Peter (who likes to play Cornhole); and Al, the handler for the three-headed hound that guards the gates of Hell. This cast of characters accompanies RJ through her time in the afterlife and will do their best to gently shove her in the right direction.","['Fantasy', 'Young Adult', 'Paranormal', 'Contemporary', 'Angels', 'Death', 'Humor']",3.77,1094.0,0.0
6568,"Mistaken Kiss (My Notorious Aunt, #2)",Kathleen Baldwin,"Willa is nearly blind, but she knows trouble when she trips over it.Willa, the vicar’s little sister knows full well that her prospects are bleak. When she accidentally kisses Alexander Braeburn, her dull predictable world turns upside down. Logic dictates that she should stay away from the handsome Corinthian. He’s the black sheep of their village. But how can she resist? She yearns for one more taste of the most tantalizing excitement she has ever experienced. Just one more, before Willa settles back into her dreary life forever.Alex is intrigued by the refreshingly forthright Willa. Her genuine character warms his jaded heart and makes him smile. When she naïvely marches into trouble, Alex feels duty bound to rescue her. Is it duty? Or something else that compels him to watch over the vicar’s little sister?","['Romance', 'Historical Romance', 'Historical', 'Regency', 'Historical Fiction', 'Regency Romance', 'Humor']",3.91,2846.0,1.0
